"title","description","url","license","image_views","creation_time.formatted","modification_time.formatted","geo_data.latitude","geo_data.longitude","geo_data_exif.latitude","geo_data_exif.longitude","tags","people.name","people.email","comments.comment","comments.user_id","comments.email","media_key","hex_photo_id","upload_ip","status","liking_user_ids","album_id","exif.camera_make","exif.camera_model","exif.cell_width","exif.cell_length"
"gplus992262336.jpg","#Stuttgart und der #Feinstaub (und der Großstau, hihi)","https://lh3.googleusercontent.com/-t-hJXfxh-T4/Wle0TkrLKMI/AAAAAAAAAtc/Zzz8hJlJFV4ISb0PQ-UiHuZDyOKFVSiBwCLABGAYYCw/s0-d/gplus992262336.jpg","","0","11.01.2018, 19:00:30 UTC","21.01.2018, 15:42:42 UTC","0.0","0.0","0.0","0.0","","","","","","","","","","","","","","","0","0"
