"title","description","url","license","image_views","creation_time.formatted","modification_time.formatted","geo_data.latitude","geo_data.longitude","geo_data_exif.latitude","geo_data_exif.longitude","tags","people.name","people.email","comments.comment","comments.user_id","comments.email","media_key","hex_photo_id","upload_ip","status","liking_user_ids","album_id","exif.camera_make","exif.camera_model","exif.cell_width","exif.cell_length"
"gplus8178031310875327396.jpg","Fehler gefunden 😬 Alice sieht jetzt immer die gleichen Wahrscheinlichkeiten, egal was Bob treibt.","https://lh3.googleusercontent.com/-pWdUU_gz5e8/XEYeBa2rFEI/AAAAAAAABDQ/qElocnc54HoiH0Uw6qGhJB2hES0MKea3ACLABGAYYCw/s0-d/gplus8178031310875327396.jpg","","0","21.01.2019, 19:31:16 UTC","26.01.2019, 17:23:21 UTC","0.0","0.0","0.0","0.0","","","","Schade ;-)","","","","","","","","","","","0","0"
