"title","description","url","license","image_views","creation_time.formatted","modification_time.formatted","geo_data.latitude","geo_data.longitude","geo_data_exif.latitude","geo_data_exif.longitude","tags","people.name","people.email","comments.comment","comments.user_id","comments.email","media_key","hex_photo_id","upload_ip","status","liking_user_ids","album_id","exif.camera_make","exif.camera_model","exif.cell_width","exif.cell_length"
"DSC01315.JPG","","https://lh3.googleusercontent.com/-W0V2H-jnBEg/Wd-Vg3BhU1I/AAAAAAAAApQ/ZmfWsBgSmZ8joxqSWyDxSv-7ph8yKb_XQCLABGAYYCw/s0-d/DSC01315.JPG","","0","12.10.2017, 16:17:07 UTC","12.10.2017, 18:21:26 UTC","0.0","0.0","0.0","0.0","","","","","","","","","","","","","","","0","0"
